genesymbols	earlytrophozoite	latering	latetrophozoite	earlyschizont	earlyring	lateschizont	gametocyte(developing)	gametocyte(female)	gametocyte(male)
PF3D7.1318800	242.647109369544	112.13814151494	389.997006327465	274.873972618626	768.011719400671	90.4282286444859	186.340956779572	89.5291587303657	1
PF3D7.1318900	1	1	1	1	123.674887564332	1	1	104.169752197569	1
PF3D7.1319000	1	1	1	1	1	1	105.787729859514	265.479035748468	215.664869716998
PF3D7.1319100	358.854849440661	1572.65413349654	431.596959239587	299.163891310034	1062.25626897172	100.725062260293	511.395600920124	381.290350279862	234.261985203708
PF3D7.1319200	1	1	1	1	1	1	109.559626838881	166.617100532278	796.764124266848
PF3D7.1319300	252.077333935396	478.83622716666	166.806462399248	1	186.73593766138	1	294.784384825649	88.34196219807	73.0695292921768
PF3D7.1319400	794.892844554318	145.144719927985	1662.83717469234	1474.86720522325	87.1848415082852	214.63616886282	715.261553729378	465.698486605559	1691.92400640118
PF3D7.1319500	1	1	1	1	1	1	1	1	1
PF3D7.1319600	1	1	1	131.616173157891	1	1	520.350638847869	1039.98848613241	475.534176562714
PF3D7.1319700	1	1	109.909929199976	62.1395234296372	1	1	137.755779199264	84.5024912117558	151.086739754687
PF3D7.1319800	1	1	1	1	1	1	220.008871858194	676.546866115598	966.256463787463
PF3D7.1319900	1	1	1	1	1	1	1	1	84.2918929143453
PF3D7.1320000	274.635235771603	715.917505855941	370.547891369813	419.055078606747	674.950784127454	379.775742573161	192.177924692548	146.250363677492	84.4776921362919
PF3D7.1320100	67.267305032499	1	209.74770478347	94.5217066566031	1	1	1	1	1
PF3D7.1320200	143.990845202231	1	241.013103325657	68.6763603852009	1	1	167.79825760505	207.687529943173	1
PF3D7.1320300	1	1	100.064591599126	1	1	1	1	1	84.4145388964725
PF3D7.1320400	286.425391568464	1	183.582557783501	1	1	1	176.789463245742	1	1
PF3D7.1320500	1	1	71.2849678028685	1	1	1	1	1	1
PF3D7.1320600	101.578321890385	106.143447541477	79.6508445466496	1	131.085939675265	219.648099215161	161.351754541338	121.564127519226	167.892367782242
PF3D7.1320700	192.326420945558	1	434.007669016811	1588.88764372885	1	981.829898047171	181.669778234607	531.450418129366	166.929493958259
PF3D7.1320800	129.18686311283	1	101.122395550149	1	1	1	127.610249924164	104.163567830622	1
PF3D7.1320900	1	1	1	1	1	1	1	1	1
PF3D7.1321000	1	1	1	1	1	1	1	1535.03499071257	1
PF3D7.1321100	131.533054132387	1	136.319360362533	3956.63860097188	1	5803.94258242233	124.984280552079	1	1
PF3D7.1321200	1	1	1	1	1	1	1	101.706439681856	1
PF3D7.1321300	610.552730457966	596.263313628919	691.436337005374	266.503395087607	1323.88935851613	370.832259108715	365.834559668032	165.537142553059	328.778286314926
PF3D7.1321400	1	1	1	1	1	1	1	1	1
PF3D7.1321600	1	1	1	1	1	1	1	79.6002066212121	65.966915114957
PF3D7.1321700	997.562023267274	1023.46089993267	520.091311402739	226.656815834928	215.089922692683	1	715.500537303486	448.40622721414	462.869689509388
PF3D7.1321800	1	231.107089094322	1	1	1	1	1	1	1
PF3D7.1321900	1	1	1	1	646.997575925562	189.779150281961	1	1	1
PF3D7.1322000	1	1	230.117108421346	106.327627079568	141.950260187238	1	72.5823227901531	74.3948061728884	73.3446809758584
PF3D7.1322100	529.603378921323	1750.80889940407	173.744806404706	161.378020695014	760.846038150658	155.352272014535	418.874974478021	203.881738510126	272.180922159948
PF3D7.1322200	578.944089904119	155.237131134848	992.171373774316	1099.39471025243	1	508.129834204719	905.907053742501	710.235951692779	2963.92290982437
PF3D7.1322300	427.057404334733	1	332.36671539028	87.3442145368195	1	1	429.894388837658	88.2157517444422	1408.44477863785
PF3D7.1322400	1	1	1	1	1	1	70.7307764615866	246.801110930113	217.503938231966
PF3D7.1322500	1	1	189.376740338712	384.261489042818	1	319.718822019453	175.078265117771	165.601083596131	280.920791793893
PF3D7.1322600	1	1	1	206.335216863351	1	157.039989444034	1	1	1
PF3D7.1322700	1	1	1	1	1	1	1	262.66477829076	54.4405918491759
PF3D7.1322800	1	1	76.2586039222745	1	1	1	223.513133959054	165.443846635031	81.8734029643853
PF3D7.1322900	1	1	1	1	1	1	1	1048.4780174489	1
PF3D7.1323000	1	1	1	1	1	1	1	1	1
PF3D7.1323100	956.550856865098	1055.41066481756	562.303700196442	155.246923621019	125.270060251082	94.806444093516	634.183109072855	233.035108665651	106.44398129777
PF3D7.1323200	342.64812330754	270.561370496974	264.973944687297	174.47052409368	1	1	404.067518528178	228.997105185628	155.938507422829
PF3D7.1323300	70.819706802795	1	196.013382223551	123.893189245547	1	1	115.898064827147	151.772917942336	1
PF3D7.1323400	1341.91475451223	1152.26421309894	516.320063433178	179.620889385299	221.495445850756	1	727.864653911709	140.774018065038	175.087677820156
PF3D7.1323500	1	1	66.530649668737	99.133786336752	1	1	87.5648918430498	1	1
PF3D7.1323600	160.878269643672	1	70.5489292669272	1	1	1	114.057730530115	157.484063412949	1
PF3D7.1323700	1	1	59.3025422326659	520.015501420507	1	757.740468567313	1	150.363115949049	135.261339728372
PF3D7.1323800	157.217833163434	223.579362592663	244.972490735812	189.621701457623	1	1	131.260166506008	81.1730789157382	109.277246118878
PF3D7.1323900	300.520355944668	345.824296241323	185.035462065136	132.099633688682	1	1	267.171219751902	229.914790035156	92.0963170286554
PF3D7.1324000	114.597632711448	268.873236288414	110.52404247778	226.222460823888	1	1	375.459170263774	145.544084686108	637.126084346896
PF3D7.1324100	171.198397081654	1	225.595324384571	196.28733483724	1	152.017272858881	175.623754104959	1	1
PF3D7.1324200	243.909156107059	163.596022217233	219.931171766232	1	1	1	90.3502020978057	116.768757288101	73.5561103345237
PF3D7.1324300	367.072296694505	469.899368683942	468.711932411608	162.169004982222	1	199.034979577272	1167.20066549231	512.224310550048	903.515643825297
PF3D7.1324400	224.565312313658	793.747158171661	116.015123736345	68.3126802731178	217.320066905778	1	156.291561730794	103.591952261293	65.5134983331514
PF3D7.1324500	249.138124115925	1	268.195399785078	109.393741437509	1	1	196.309320904602	252.354200854029	137.654109114084
PF3D7.1324600	181.506404103938	1	198.36510587441	1	1	1	290.338367006318	242.319042065667	433.421112308313
PF3D7.1324700	1	1	71.5209149550648	85.5327199806892	1	1	1	1	1
PF3D7.1324800	246.299522629764	1	332.191443674333	194.762437328346	1	1	1	1	1
PF3D7.1324900	473.289590545282	224.995086398186	268.116459773433	89.7440484731378	1	1	153.023704552261	1	105.737830828181
PF3D7.1325000	1	1	1	1	1	1	1	1	1
PF3D7.1325100	576.391546101473	489.707784150474	358.580855119407	102.330548098283	213.262073517775	1	410.188114949516	95.9395069379514	1
PF3D7.1325200	1	1	1	1	1	1	1	1	720.602265780929
PF3D7.1325300	1	1	1	1	1	1	1	244.937106658794	834.019244372718
PF3D7.1325400	273.528153877593	1	955.788250528651	2134.7027292342	1	528.166548616087	482.93709578984	578.858922557259	737.119685408348
PF3D7.1325500	84.1327784850539	1	1	1	1	1	1	1	1
PF3D7.1325600	1	1	1	41.0674064774049	1	1	1	63.0491236178927	1
PF3D7.1325700	185.921164373789	1	126.270598641261	111.086530899088	1	1	465.482540287646	145.168595817438	175.190232928741
PF3D7.1325800	113.562008797062	1	1	1	1	1	353.54300044263	266.695257420438	609.442748950311
PF3D7.1325900	322.622444043268	1	852.1304149132	676.341393877159	1	1	420.780883891496	393.819465685862	787.043503149433
PF3D7.1326000	1	1	61.8526906992157	86.2001320077143	1	84.6210401600393	1	1	1
PF3D7.1326100	263.915977273757	1	199.323947079112	100.146239744754	1	115.555162713943	202.463914115202	175.491348222443	98.3926196544882
PF3D7.1326200	1	1	1	1	1	1	1	1	262.53123792032
PF3D7.1326300	226.356515355656	290.793729273169	232.55951038303	77.30492106769	1	1	163.788514854739	1	111.768998904414
PF3D7.1326400	124.641795946089	132.999902812519	105.044864548278	1	1	1	187.624183078673	1	1
PF3D7.1326500	284.705203803827	1	188.340332708139	168.399927190555	1	1	391.228957612689	256.210159225796	1227.01377003249
PF3D7.1326600	625.648316607078	1	1066.05490725891	595.088384378938	1	220.79378606199	868.494193587994	310.530587320747	2386.20966075424
PF3D7.1326700	1	61.0750529159594	89.3337778046413	86.4713466219759	113.97969984596	188.188233402313	191.481625951722	325.135198812807	126.500295470611
PF3D7.1326800	1	1	65.462297386302	1	1	1	1	1	1
PF3D7.1326900	70.4432493576838	1	1	1	1	156.291025234835	272.168712854705	844.768158157212	756.193310139102
PF3D7.1327000	294.021492948696	231.042630302287	274.735203375358	1	1	1	347.357314247995	141.63513473561	246.655456460769
PF3D7.1327100	1	1	1	1	1	1	1	699.665644721947	1
PF3D7.1327200	161.51596037714	262.770043091363	117.651986047548	1	1	1	92.1614266155783	1	1
PF3D7.1327300	1	1	1	1	3838.29742369377	2014.35839093857	1306.88742699678	2770.46488308675	3281.97051252828
PF3D7.1327400	201.618265386977	1	430.207110419695	1201.49285076103	1	1143.40063425253	1	87.291871124524	1
PF3D7.1327500	1	1	149.224707085398	399.085614573333	1	236.660739927088	1	1	78.2133070336461
PF3D7.1327600	1	1	1	1	1	1	1	1	1
PF3D7.1327700	170.665343862774	188.616496189147	1	1	1	1	196.928652681695	127.405769794903	227.275566994136
PF3D7.1327800	211.446398916589	301.968028211338	116.098655726467	1	1	1	122.579449183684	1	1
PF3D7.1327900	1	1	1	1	1	1	1	1	125.807247912614
PF3D7.1328000	284.774910132982	1	563.649898837627	210.083700197384	1	1	254.076367158277	108.274586540702	1821.43517142696
PF3D7.1328100	331.125341492468	101.231290849764	353.905715686096	161.735348318852	1	1	171.342980236926	147.476038295905	94.0098757559683
PF3D7.1328200	185.619540352913	1	420.711638232494	561.376033445588	1	248.160374019829	316.176392246105	119.441546094994	252.058795112411
PF3D7.1328300	186.722203908919	1	242.329623503899	231.876339272262	1	462.282834847729	166.139955553755	95.4645359265593	71.0681334015333
PF3D7.1328400	141.77561174408	1	1	1	1	1	168.089906058321	84.8451404540237	39.9874546066091
PF3D7.1328500	230.66457199344	1	241.07194686877	98.5152432212604	1014.1178153044	171.809874510616	128.960942752279	1	1
PF3D7.1328600	1	1	1	1	255.314829638395	1	1	164.572458308003	271.513638208668
PF3D7.1328800	100.95793271094	1	1	172.196861311294	86.1095624680902	340.860722605475	220.032163105379	118.456469802121	149.672517854707
PF3D7.1328900	429.608722764601	236.666315925625	363.977544468139	269.886144768513	1	1	325.426660390512	88.9766321397309	317.791724813453
PF3D7.1329000	271.519532801921	424.934896674037	217.611370390369	71.398126667391	172.873015056186	1	206.952202718817	68.9784206655319	165.752150785076
PF3D7.1329100	398.900442139229	120.148940365761	473.344097172695	495.57053549005	1	714.975486072657	352.93515885485	195.125529755697	349.904694830579
PF3D7.1329200	1	1	95.8765601412109	1	1	1	1	1	333.468502044654
PF3D7.1329300	178.06361342558	1	281.511132029684	240.860771195913	1	1	183.645331226897	117.48615506208	229.60476078804
PF3D7.1329400	1	1	64.2231670797952	1	1	1	92.8119244757494	1	1
PF3D7.1329500	350.255434563468	2016.87333460827	348.87670016362	179.765703521118	1393.20346045024	167.259715964534	308.290789234199	227.938163869748	184.040958692632
PF3D7.1329600	645.120685374099	1344.58357132496	461.954660175594	139.42757877339	1432.18778468486	103.238287278408	615.433131255909	154.914121191223	207.552167164207
PF3D7.1329700	1	1	1	1	1	191.596025058426	101.148479372021	848.11717169291	664.605599932645
PF3D7.1329800	106.493101317586	1	1	1	1	164.840438809985	117.838408748659	1	81.7338063401347
PF3D7.1329900	115.302287506725	1	1	1	1	1	219.976119162975	323.689615180748	118.865381753153
PF3D7.1330000.1	1	1	1	1	1	1	1	1	1
PF3D7.1330000.2	1	1	1	1	1	1	1	1	1
PF3D7.1330100	244.063063606956	1	349.914628775166	294.333076889467	1	1	227.364099645968	193.612333039877	66.9576918668781
PF3D7.1330200	1	1	62.1290035035504	59.6550076583538	1	1	92.2963953449323	1	1
PF3D7.1330300	260.459616647855	1	200.074104616082	56.899103345859	1	1	201.450775678424	246.368563916784	55.1183003464269
PF3D7.1330500	1	1	233.579182630775	273.633873969805	1	1	282.7126712681	617.514690737673	812.473370582589
PF3D7.1330600	119.265883723856	1	112.122633920646	1	1	1	135.091331715286	54.7124159409389	65.6895406222818
PF3D7.1330700	131.354966832834	1	145.590621336221	154.344858270148	1	1	117.103673205439	126.492232308593	131.756688984838
PF3D7.1330800	1313.46983903219	1229.6474307255	399.654064403088	111.390172066143	708.353232189803	151.809301970118	875.716555602358	493.216845761625	276.375985917889
PF3D7.1331000	1	1	78.2469453579611	1	290.347560721789	298.455880174779	1	114.861029112467	1
PF3D7.1331100	112.587154870887	199.890023346218	142.754123465778	270.929959059871	1	1060.75640629784	199.772602996362	216.378553531187	154.94664688688
PF3D7.1331200	217.028861447604	291.092840838913	120.610469718604	107.717735976828	1	140.451519822867	237.012760900205	59.7376306350364	94.3293626294022
PF3D7.1331300	1	1	68.2058342640509	1	1	1	1	1	1
PF3D7.1331400	1	1	1	1	1	1	1	785.243918857222	1
PF3D7.1331500	1	1	1	1	176.949449610931	403.195131407415	1	80.6803241276019	1
PF3D7.1331600	1	1	225.354994085887	139.935429173753	1	1	1	530.834855073992	1
PF3D7.1331700	302.060627554485	414.18545553102	198.378101191667	181.720302861471	1	1	311.281909202576	230.510188273529	87.6439145879521
PF3D7.1331800	395.945190085083	318.495864678659	135.558863346739	55.3379415995536	1	1	219.642232493094	164.898800425137	88.7111397230758
PF3D7.1332000	1	1	1	1	1	1	1	1	1
PF3D7.1332100	1	1	1	1	1	1	1	1	1
PF3D7.1332200	1	1	1	1	1	2489.51121627965	1	1	1
PF3D7.1332300	132.172069695554	1	161.447273974358	1	1	90.2048136314574	171.597689904628	74.4870794019991	1
PF3D7.1332400	292.034650003227	270.418000440602	196.394093312789	65.3458385394491	542.631328260725	119.738968658333	261.496022938222	214.179270026942	263.66494191313
PF3D7.1332500	1	1	1	1	1	1	1	1	1
PF3D7.1332600	440.507055503637	1	694.617905414636	695.290352277037	1	310.364294297098	255.944618776758	122.663731758468	238.598623025339
PF3D7.1332700	1	1	1	1	1	1	1	1	79.1569660939381
PF3D7.1332800	1	1	1	1	1	1	1	1	1
PF3D7.1332900	679.47411631407	436.451282102762	352.427791008106	79.9190772647661	1	1	392.752886277982	86.3786569114528	93.5780996311893
PF3D7.1333000	148.313241267071	1	1	1	1	1	107.07470235759	1	1
PF3D7.1333100	1	1	1	1	1	1	1	1	1
PF3D7.1333200	153.582428835863	1	430.383571961538	230.644315220202	1	1	234.008624863534	1	68.368463999665
PF3D7.1333300	1	1	1	1	1	1	1	1	1
PF3D7.1333400	165.399089842618	330.068689412224	94.2339530768773	92.2112641828215	1	1	99.2521777731137	212.936961853127	1
PF3D7.1333500	300.740709977697	1	146.394833201806	1	1	1	185.383252165997	201.822724523867	1
PF3D7.1333600	389.435690097309	594.331273791503	84.5985086829074	1	238.440716359538	91.6086407001183	185.542238776784	190.213256591984	188.049894701253
PF3D7.1333700	55.2307151955342	1	154.124745222971	135.063842102252	1	148.436626242452	1	460.615242772602	1
PF3D7.1333800	122.488213355026	156.477650634866	60.882958313206	1	1	1	111.445315378617	71.374274628364	1
PF3D7.1333900	108.820584695619	1	213.001130696993	45.9697359494038	1	1	1	1	203.948168411274
PF3D7.1334000	84.2332922700394	1	157.795431593628	91.3695186784496	1	1	177.182683359771	792.947154877378	428.591363656618
PF3D7.1334100	282.282177498053	1	487.388836910164	183.585984034306	1	1	278.095538555501	155.393534488878	404.465780439798
PF3D7.1334200	426.835933666319	326.04266593189	96.4073881298984	1	1	1	388.762013551595	73.3147117334345	131.84090281223
PF3D7.1334300	530.127384125902	1	72.8434016305592	1	1	1	131.835978464268	1	93.6531653306184
PF3D7.1334400	1	1	1	1	1	1	1	1	1
PF3D7.1334500	549.666824568499	1	119.136530060854	1	1	1	80.5884814524372	1	1
PF3D7.1334600	1	1	172.853546169506	182.071735471819	1	1	1	1	1
PF3D7.1334700	119.408986089714	742.675176136345	1	1	210.455200435428	1	95.7075820138141	1	1
PF3D7.1334800	43.7651958082792	1	492.484614228091	225.209616767188	1	1	1	1	1
PF3D7.1335000	1	1	1	1	1	1	1	1	1
PF3D7.1335100	1	1	315.666556815052	1779.20620505878	206.366480156697	5088.6650805037	1	1	1
PF3D7.1335300	1	1	1	1	1122.77082662308	628.599529764876	1	1	1
PF3D7.1335400	1	1	1	1	1694.75364089692	882.612329874607	1	1	1
PF3D7.1335500	1	1	1	1	1	1	1	1	438.829385484397
PF3D7.1335600	85.3098225208438	171.742144894338	93.5227021024967	88.7413923660633	1	1	1	69.9184354974159	79.2037868519041
PF3D7.1335700	297.082144069947	1	555.070321333758	408.030925823873	1	88.2102929389962	410.167448769655	120.439765370137	133.789507325198
PF3D7.1335800	254.140684414524	1	516.245490570828	289.00117286171	1	1	299.601380255112	108.295782885056	191.900631087085
PF3D7.1335900	1	1	1	1	1	1	1	105.001495728731	1
PF3D7.1336000	152.869197586983	246.860592360877	168.492192918762	84.7864868600006	220.159759402282	1	173.456983648532	75.140046909921	53.8266675427416
PF3D7.1336100	1	1	130.363731098541	1	1	1	1	1	1
PF3D7.1336200	290.024072596698	1	325.201915372003	93.0615964261109	1	1	350.937248341265	189.947868844678	75.7707570321389
PF3D7.1336300	1	1	1	1	1	1	1	1	393.245988837692
PF3D7.1336400	1	1	109.951193005265	1	1	1	111.558974458896	407.58346820448	237.270919032133
PF3D7.1336600	77.6481344048066	1	55.7999158173741	1	1	1	1	97.9588124056774	110.526769103987
PF3D7.1336700	355.740758770024	533.773386700443	230.132623185122	82.6095473592493	651.59159121205	1	430.343267304859	195.2598924855	168.589057867221
PF3D7.1336800	608.281846173787	327.60842586864	105.885704178502	1	1	1	506.232301041504	148.601447557783	317.848709562419
PF3D7.1336900	233.69099241802	257.030488664746	251.225015393352	1	1	1	178.00382653894	1	1
PF3D7.1337000	145.358522140642	1	1	1	1	1	1	1	108.275237497386
PF3D7.1337100	1	1	1	1	1	1	1	1	124.108054085232
PF3D7.1337200	206.939883725046	96.8029659795681	170.689563150424	71.3352786791959	1	1	245.425785760205	1	1
PF3D7.1337300	228.702154628861	180.166616533303	81.7034789591401	1	49.8330402372442	1	101.326794515854	64.3035173736955	64.4239244724037
PF3D7.1337400	614.053181631412	1215.41095701439	674.287667117739	351.511942441854	350.310441618287	91.5622532087133	665.31593892528	287.674346636643	332.839690188746
PF3D7.1337500	717.487683094993	1569.23589546635	736.800824300345	527.839846743147	307.136330344907	229.344087902132	1679.17914967001	1172.9159224152	1272.51221264949
PF3D7.1337700	1	1	1	399.796199120242	1	487.380139860244	1	76.1662845162034	282.568176712019
PF3D7.1337800	1	186.783858969438	72.9198614533916	1	3910.0358071168	226.734097687893	1	1	1
PF3D7.1337900	1	1	1	1	1	1	1	1	1
PF3D7.1338000	117.176454289671	1	136.879111030045	76.1675892122613	1	1	159.414998716323	81.6983135768642	1
PF3D7.1338100	213.419933195605	1	283.379659382627	198.947378871357	1	1	154.696157305969	104.226111680158	83.327167735877
PF3D7.1338200	1477.00300083779	1691.17890840938	625.810360380081	175.422998597002	645.101542218845	1	599.094396949433	214.457320174517	240.534611298166
PF3D7.1338300	1687.8886049666	1356.81100877309	798.293357484374	202.232524407259	204.267995859805	1	831.84882410351	262.374593965783	135.937365020305
PF3D7.1338400	1	1	1	99.7862825133894	1	1	1	339.743588945227	559.4558380403
PF3D7.1338500	82.9996786875894	1	1	1	1	1	65.5478390081894	1	179.725135626744
PF3D7.1338600	281.896140312068	1	437.886310438586	308.14777430761	233.448916026793	362.766736731685	165.64490901649	143.54198437536	103.072238709734
PF3D7.1338700	139.82704636133	1	420.364746843978	498.376805062867	1	1	146.309917869439	212.777313024163	1
PF3D7.1338800	98.1508589958151	1	1	1	1	1	1	2320.92745488232	1
PF3D7.1338900	209.71023367065	1	281.188203070815	234.848386024523	1	1	230.675164197034	362.0959042062	997.032150071504
PF3D7.1339000	1	1	1	1	1	1	1	93.1116771887602	242.538425065092
PF3D7.1339300	173.943901776086	136.424224364398	181.613058482133	1	467.955455554527	411.054401899336	167.668149541322	1	64.4677245594416
PF3D7.1339400	1	1	1	1	1	1	1	1	1
PF3D7.1339500	1	1	1	1	1	1	1	1	1
PF3D7.1339600	331.35696562831	1	171.805623077608	39.3891553617697	1	1	132.043320862945	73.5991397776978	1
PF3D7.1339700	568.316109408041	1	1318.45238840952	1256.54500520618	1	119.142604518405	399.649597574628	142.232814100345	138.228628484929
PF3D7.1339800	1	1	68.2701319445787	1	1	1	1	84.9285455756245	127.179858571384
PF3D7.1339900	1	1	81.3740303761413	1	1	1	1	74.6607960712409	1
PF3D7.1340000	1	1	1	1	1	1	1	1	1
PF3D7.1340100	1	1	1	1	1	1	1	67.8152248502794	1
PF3D7.1340200	1	1	1	1	1	1	1	1	1
PF3D7.1340300	728.004484965808	1070.29317196038	167.850110363555	1	543.544815208255	78.6419659072497	509.414451263457	268.925011842025	350.217619488375
PF3D7.1340400	1	1	1	1	1	1	1	1	1
PF3D7.1340500	1	1	1	1	1	1	86.3732958054483	439.724447974587	180.332681515727
PF3D7.1340600	227.583996245977	315.810639807846	130.317679896495	1	1	1	207.542835107474	119.254973611465	1
PF3D7.1340700	1	1	1	1	1	1	1	1	1
PF3D7.1340800	102.836887556246	1	98.2455704899545	65.063847111085	1	1	147.455127331355	109.391242707559	1
PF3D7.1340900	342.277276604185	467.095124783865	529.959939786831	447.450831022198	1915.70126985732	625.348963188327	201.408382965846	435.504356150622	389.011156613976
PF3D7.1341200	786.652950620493	738.438585515727	439.82754718347	1	149.584310654722	1	307.013733198617	74.3966950442338	57.858569242905
PF3D7.1341300	1917.57825477311	2535.63524509612	1119.87817244406	355.573584705936	323.542023937605	106.9940438591	1365.00353991487	729.935621745278	457.71231829253
PF3D7.1341500	1	1	1	1	1	256.423589611886	1	1	90.1894757471246
PF3D7.1341600	81.8984409872208	1	84.7606491610549	1	1	1	141.948707845183	1	1
PF3D7.1341700	1	1	1	1	1	1	1	165.034935484006	118.1353809064
PF3D7.1341800	1	1	1	77.8039769758906	1	80.3077766551192	1	468.489646734339	1
PF3D7.1341900	125.876163978075	1	112.512930531439	55.21743090733	1	1	159.578132059191	134.672212377113	151.74646380923
PF3D7.1342000	2709.11027352951	3261.34743758115	1433.35364207615	511.197903528284	669.43581915293	168.742661616012	1325.43195461261	292.172895453276	378.82969668005
PF3D7.1342100	97.6340757094716	1	207.72921149401	297.771419548765	1	224.264621888299	117.627844120418	1	89.0330759443899
PF3D7.1342200	167.728634168841	1	1	1	1	1	122.550068000247	1	230.963236096113
PF3D7.1342300	146.129888947958	1	180.134095067421	117.751658217135	1	1	1	1	81.2900408235749
PF3D7.1342400	418.01599787294	434.263483523004	437.044014148779	150.080937160316	1	1	310.183745164558	98.466550416631	81.5304316024183
PF3D7.1342500	1	1	1	1	294.541380408529	1	1	1	1
PF3D7.1342600	125.470079264691	106.279126355846	1	1	9453.31613988843	1710.95072116849	85.0704099797316	104.611608762015	1
PF3D7.1342700	1	1	1	1	1	1	1	1	1
PF3D7.1342800	118.507761403188	1	1	1	1	1	1	214.184728064519	1
PF3D7.1342900	519.349452267006	468.55446959735	491.732168787668	232.110892660469	418.494988112051	1	895.848674944137	540.919895939531	756.330275552615
PF3D7.1343000	2254.40234899172	1006.90184544099	4683.30927684944	2489.91543962657	281.745794152433	390.073937309536	966.958144389449	118.412384195806	95.9463689170634
PF3D7.1343100	1	1	329.568421505786	607.169843169152	1	254.38810265468	111.291220410482	1	1
PF3D7.1343200	125.750128097919	1	137.672253469158	184.940444173754	1	1	1	1	1
PF3D7.1343300	215.209646698475	1	469.532451687343	404.541664528799	1	117.208055496382	398.729573316847	254.959329672797	754.868487986066
PF3D7.1343400	178.282636285196	173.162669463294	318.428770044074	192.976494417787	1	1	339.543331790623	217.73253946367	766.777674784978
PF3D7.1343500	1	1	81.5744666939375	1	1	1	1	60.2117957423808	1
PF3D7.1343600	120.880836570747	1	65.0755075615492	1	1	1	98.8614713593562	1	265.944164439011
PF3D7.1343700	137.909305468931	994.492777154026	77.6396026475712	200.918448463011	712.947005310166	332.892413062649	201.656843612633	1	137.294366899583
PF3D7.1343800	203.697356597149	111.092759990111	383.390789543256	2957.12429380127	1	3677.97301636571	844.575508918343	710.970213357278	1045.84288777628
PF3D7.1343900	186.098673884462	169.74649583282	114.515441574368	107.000046311728	1	1	203.739571434711	1	129.494960028058
PF3D7.1344000	144.510666158845	1	1	1	1	1	1	1	158.465261997867
PF3D7.1344100	105.620320659864	1	1	1	295.095628759265	264.64548581533	132.970374831803	109.537733315056	145.568845728881
PF3D7.1344200	262.253204365491	294.829701836059	587.375580500431	401.762353352307	1	1	205.738140204996	94.4201931705055	1
PF3D7.1344300	220.352541256214	127.923117834161	245.857009548645	508.905621194032	814.324588566065	5141.24304923441	358.738178695872	499.296871905574	313.732192760508
PF3D7.1344400	82.8181428871146	1	120.266023526443	136.423265309256	1	1	109.179677464666	641.143751675133	1
PF3D7.1344500	138.617466909527	1	360.115127073028	461.378792050428	1	184.677007894198	255.186551826985	296.639454341997	86.6427666901107
PF3D7.1344600	1	1	1	70.0466739490295	1	1	1	164.010450886746	1
PF3D7.1344700	206.755463684626	239.767653798328	274.765164733531	156.831913161596	323.102887593652	1	227.302966490215	133.775988759032	185.375141435491
PF3D7.1344800	131.750698985488	198.313138449291	77.2971496275971	1	1	1	137.709729343464	143.970166695193	1
PF3D7.1344900	179.952193461942	372.791560055357	106.232304546661	1	170.199506125627	1	206.44947654361	86.5478812821079	730.403341729292
PF3D7.1345000	1	1	1	1	1	1	1	663.031714869785	79.0206115460978
PF3D7.1345100	96.4614196234594	1	1	1	214.83041036609	1	1	1	1
PF3D7.1345200	216.514345673547	1	230.013224528	151.298510137463	1	1	305.559955605674	88.0321819954541	103.822234724554
PF3D7.1345300	1	1	68.1333634871398	128.972646944567	1	93.4357174382431	110.661453381545	235.335962552625	1
PF3D7.1345400	272.395395291886	1	685.997311039264	464.605205421753	1	1	281.279800689625	174.84558139815	1300.17692034856
PF3D7.1345500	102.556162915719	1	118.783389007921	1	1	1	1	1	1
PF3D7.1345600	1	1	1	1	1	123.527315800522	1	121.577684666062	1
PF3D7.1345700	151.102316248716	1	123.918991495834	1	1	1	154.426741088194	66.9130667313801	1
PF3D7.1345800	122.449467163259	116.776620919988	135.099231398712	102.105286185443	1	1	211.54263105236	73.2432057960471	246.451091980507
PF3D7.1345900	1	1	144.385760845181	65.6070838975527	1	1	134.25663941639	208.182055699395	98.892051753278
PF3D7.1346000	1	1	1	1	1	1	1	246.807840537502	1
PF3D7.1346100	194.08661614756	191.010947238455	192.379850165589	166.852715207146	1	1	125.241659326539	137.269852700563	1
PF3D7.1346200	1	1	1	1	1	1	1	1	1
PF3D7.1346300	1249.99799416592	2295.21177847531	632.44260055354	245.957789296095	756.59756854791	133.928149980385	492.837652115602	129.529812393819	121.540192717946
PF3D7.1346400	1151.34876684041	952.844606299478	1943.84590326311	3142.79645487545	265.590697900132	1891.64085988967	1894.9980655254	886.730450567016	757.754549610691
PF3D7.1346500	233.85829828934	256.5397252494	100.521843455684	1	1	1	121.811154872798	1	67.8590951101774
PF3D7.1346600	1	1	118.593617139927	160.114350994544	1	1	70.0969854587022	1	1
PF3D7.1346700	1	1	1	1	1	1	323.533943636521	927.060286582701	3060.44327426761
PF3D7.1346800	1	1	1	1	1	1	191.993774893416	533.261342070977	188.665776702874
PF3D7.1346900	1	1	84.699380723447	91.6533185347464	1	1	1	135.625157207693	1
PF3D7.1347000	1	1	1	1	1	1	1	1	273.450930056425
PF3D7.1347100	188.462139812465	1	291.011918803583	212.30540035604	1	1	120.427742510212	208.786077566799	157.085846167849
